trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1854,False,"{'a': 0.002, 'e': 0.024575629446280337}",25,5,36.22672725456305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.002, 'e': 0.024526527305895537}",20,14,9.991156440020601,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.02447752327165267}",20,3,26.435370644395594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.002, 'e': 0.024428617147535518}",20,10,19.942376715277412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024379808737919537}",25,14,8.102952711128644,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.024331097847571002}",30,8,32.05650506058526,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.02428248428164631}",25,20,10.369864887504121,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.002, 'e': 0.024233967845691113}",25,17,18.265630157729024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.02418554834563962}",30,15,12.66925486519418,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.002, 'e': 0.024137225587813747}",20,8,18.67380865101492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024088999378922418}",20,0,27.59776589069586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1865,False,"{'a': 0.002, 'e': 0.024040869526060712}",20,8,24.8607397782738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023992835836709175}",30,12,32.104353845603654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023944898118732967}",20,9,16.815488021327443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023897056180381168}",20,12,10.957664687202623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023849309830285947}",20,12,13.510683298389743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.002, 'e': 0.023801658877461853}",20,5,26.0259940550699,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023754103131304997}",20,12,16.218287731314636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.023706642401592346}",25,10,25.903805099386297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.0236592764984809}",20,3,31.461383118385417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.023612005232507005}",30,22,13.23731125784215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.02356482841458551}",25,7,34.09065592592793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023517745856009107}",30,22,14.340520506153997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023470757368447476}",20,6,25.263925793009207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023423862763946618}",25,11,20.094176722060496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023377061854928043}",20,12,13.291057366383525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023330354454188063}",20,16,6.855350160055154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023283740374897}",30,14,32.00158705460307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023237219430598487}",20,16,7.721297450380005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023190791435208673}",20,10,14.920665873607293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.023144456203015532}",25,9,25.064447465323028,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02309821354867805}",20,15,10.231336965200068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.02305206328722557}",35,18,32.97067507225112,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.023006005234056964}",20,1,18.75748232406648,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022960039204939983}",30,19,18.034639707007027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022914165016010422}",25,0,19.04394474251325,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1890,False,"{'a': 0.002, 'e': 0.022868382483771488}",20,3,24.877247835502228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.02282269142509297}",20,1,30.453576464958687,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022777091657210594}",30,19,18.74412330790433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,2,24.64689835736379,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022686165264602126}",25,18,12.787808458733469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022640838276170343}",25,11,29.056205483499802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022595601851121864}",20,6,16.456903204675292,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.022550455808510905}",25,11,25.44602433228488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02250539996775326}",30,19,12.032687006125387,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.02246043414862548}",25,0,40.23630897325946,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1900,False,"{'a': 0.002, 'e': 0.022415558171264255}",20,13,11.118434635460998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.02237077185616559}",20,0,31.962827665667394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1902,False,"{'a': 0.002, 'e': 0.022326075024184187}",25,6,34.431792963429224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.02228146749653264}",25,14,23.250593172587962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.0222369490947808}",30,23,11.244819627592396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,16,7.510546515493769,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022148178957037315}",20,14,10.93500442947166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022103926865965004}",35,0,38.271296477801,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1908,False,"{'a': 0.002, 'e': 0.022059763190629637}",35,20,29.421187654901054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.02201568775437644}",30,7,38.61144542199286,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.021971700380903618}",25,11,27.254628526575566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.02192780089426161}",30,22,14.69015819497059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021883989118852424}",25,0,34.120294320205204,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1913,False,"{'a': 0.002, 'e': 0.021840264879428885}",30,17,20.044547069357602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,0,36.17673123619335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1915,False,"{'a': 0.002, 'e': 0.021753078309300157}",20,9,14.208828236602995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02170961562984857}",25,0,39.31455708505706,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.02166623978888844}",20,14,8.8841029542376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021622950612916365}",25,10,27.63646704429411,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.021579747928775563}",20,2,36.28401255157722,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.02153663156365526}",30,14,23.99042340867266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021493601345089923}",20,12,3.860309535716823,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1922,False,"{'a': 0.002, 'e': 0.021450657100958614}",30,12,30.83754410089464,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021407798659484324}",25,0,40.04050882092759,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1924,False,"{'a': 0.002, 'e': 0.021365025849233204}",20,16,5.531633685929673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02132233849911398}",20,9,23.604792704452986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.02127973643837717}",20,14,11.667481636141652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.021237219496614494}",20,8,21.71380144873372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.02119478750375811}",20,11,12.150238003924509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021152440290080017}",20,16,8.348112362412586,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021110177686191275}",25,9,30.55233171298456,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021067999523041434}",25,18,10.527263995361672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.021025905631917766}",20,1,31.603180131165402,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02098389584444467}",25,3,39.24567744642967,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.02094196999258292}",25,15,18.94052874875931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020900127908629072}",25,11,24.607776523045143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020858369425214716}",20,5,20.875037839122978,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.002, 'e': 0.020816694375305884}",25,11,20.455432037556715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.020775102592202298}",25,13,18.040508772039622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,6,23.597863652604072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,13,4.922458521931517,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020650825181712566}",20,0,29.91081928850568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1942,False,"{'a': 0.002, 'e': 0.020609564805478826}",25,7,30.860466247236527,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.0205683868675318}",25,16,18.83948100002523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.02052729120315966}",25,10,28.76878167296246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.002, 'e': 0.020486277647979705}",25,3,-6.69109247402894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1946,False,"{'a': 0.002, 'e': 0.020445346037937653}",30,0,44.431219089523964,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1947,False,"{'a': 0.002, 'e': 0.02040449620930702}",20,6,-2.1198915700062795,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020363727998688425}",25,17,12.298012457720768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.020323041243008984}",35,18,33.22739503050182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.0202824357795216}",25,0,30.583404440463212,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1951,False,"{'a': 0.002, 'e': 0.02024191144580439}",20,8,20.064113625633308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.020201468079759942}",20,2,22.480730838119047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.02016110551961476}",20,11,16.904662926249976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.002, 'e': 0.020120823603918526}",20,3,32.01258861418119,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020080622171543543}",20,10,20.916041099275436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.020040501061684014}",20,2,31.817598994646026,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.02000046011385546}",25,13,18.090696991424018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.01996049916789402}",25,16,15.524466982371848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.019920618063955876}",30,12,-19.4988417902064,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1960,False,"{'a': 0.002, 'e': 0.01988081664251654}",30,10,-12.789886655124409,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1961,False,"{'a': 0.002, 'e': 0.019841094744370288}",20,10,16.84454812696408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019801452210629462}",25,1,-4.074403214914992,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
1963,False,"{'a': 0.002, 'e': 0.019761888882723885}",25,20,8.634970222121442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019722404602400184}",20,9,18.323512268066224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019682999211721196}",20,0,29.689409689779573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1966,False,"{'a': 0.002, 'e': 0.019643672553065292}",30,8,39.199928198380064,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.0196044244691258}",20,16,9.506045067686149,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019565254802910312}",30,0,19.354831316445292,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1969,False,"{'a': 0.002, 'e': 0.019526163397740135}",35,20,27.691596249689542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01948715009724957}",30,18,22.408329834289265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.002, 'e': 0.01944821474538539}",20,3,23.36002775897041,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.019409357186406115}",20,11,14.018731838210078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.01937057726488147}",20,9,21.497438054165873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019331874825691705}",20,2,30.283348316144192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.019293249714027027}",30,22,14.557005880924516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.01925470177538692}",20,15,9.722338082123915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.019216230855579598}",20,12,11.117101668215215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.01917783680072131}",25,15,17.89919150600125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019139519457235805}",30,17,21.586188164785508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019101278671853638}",20,14,10.118950257966226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,17,13.438642384156644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.01902502616385221}",30,0,43.10745959116356,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1983,False,"{'a': 0.002, 'e': 0.018987014136222814}",25,10,27.732602079116834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.01894907805667527}",30,10,36.36069173446891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.002, 'e': 0.018911217773465227}",20,11,15.95300064868005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018873433135151486}",20,13,11.556951846096581,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.002, 'e': 0.018835723990595455}",25,16,17.59711647473862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.002, 'e': 0.018798090188960496}",25,13,10.202027756611116,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1989,False,"{'a': 0.002, 'e': 0.018760531579711363}",20,10,19.608846888043878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.002, 'e': 0.018723048012613555}",25,10,30.888926532577354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018685639337732773}",25,5,32.405355775437975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.018648305405434242}",20,6,10.632175552357383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01861104606638221}",25,17,14.865274121169271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.01857386117153925}",30,21,18.76379310498218,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018536750572165746}",20,11,14.954086737824609,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018499714119819242}",30,17,7.504111002808683,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.018462751666353888}",20,7,25.744491434653515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.002, 'e': 0.01842586306391981}",25,14,18.79879927588135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.002, 'e': 0.018389048164962566}",20,6,24.131056608512793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.002, 'e': 0.01835230682222249}",20,14,9.526701094472765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.002, 'e': 0.01831563888873418}",35,14,38.73420211620695,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.002, 'e': 0.018279044217825845}",30,15,29.76224686109993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.002, 'e': 0.01824252266311874}",30,13,30.767875377268666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.002, 'e': 0.01820607407852663}",25,20,8.199762509695429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.002, 'e': 0.0181696983182551}",30,17,24.755141622394113,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.002, 'e': 0.018133395236801075}",20,14,13.887831383684134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2007,False,"{'a': 0.002, 'e': 0.018097164688952158}",25,0,35.43805788872859,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2008,False,"{'a': 0.002, 'e': 0.018061006529786143}",30,10,30.900397650466466,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.002, 'e': 0.01802492061467033}",30,11,38.178256035793794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.002, 'e': 0.017988906799261007}",30,19,21.97981490714378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.002, 'e': 0.01795296493950285}",30,0,44.47309697118166,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2012,False,"{'a': 0.002, 'e': 0.017917094891628405}",25,8,29.446674774505194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.002, 'e': 0.017881296512157415}",20,10,16.86555394243726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.002, 'e': 0.017845569657896316}",25,18,11.783974380153758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.002, 'e': 0.017809914185937626}",20,14,13.827935846548387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.002, 'e': 0.01777432995365944}",25,12,21.272515207783364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.002, 'e': 0.017738816818724773}",20,4,22.902674149267945,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.002, 'e': 0.017703374639081032}",25,6,34.47560250011026,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.002, 'e': 0.01766800327295943}",30,0,49.28500787740354,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2020,False,"{'a': 0.002, 'e': 0.0176327025788745}",20,0,33.51760934814451,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.002, 'e': 0.017597472415623393}",25,8,36.02169246831771,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.002, 'e': 0.017562312642285412}",20,6,24.85543213345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.002, 'e': 0.0175272231182214}",20,9,22.14803816560517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.002, 'e': 0.017492203703073247}",20,5,30.40508716481942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.002, 'e': 0.01745725425676323}",20,16,8.171177090491028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.002, 'e': 0.017422374639493515}",20,9,16.38767299025821,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.002, 'e': 0.017387564711745573}",30,18,19.556285990858136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.002, 'e': 0.017352824334279676}",30,0,50.054202744296795,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2029,False,"{'a': 0.002, 'e': 0.017318153368134255}",20,6,24.756506738106033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.002, 'e': 0.017283551674625395}",25,18,12.542442490834741,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.002, 'e': 0.017249019115346265}",20,16,7.973241855259104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.002, 'e': 0.017214555552166607}",25,14,18.055793965075313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.002, 'e': 0.017180160847232114}",30,18,19.50491931637009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.002, 'e': 0.017145834862963918}",20,6,23.940978088518204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.002, 'e': 0.017111577462058016}",30,19,21.116877399723975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.002, 'e': 0.017077388507484793}",30,12,33.57547267489593,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
